Root_ID	Top_in_out_region	Community_labels	Predicted_NT_type	Predicted_NT_confidence	Verified_NT_type	Verified_Neuropeptide	Body_Part	Function	Flow	Super_Class	Class	Sub_Class	Hemilineage	Nerve	Soma_side	Primary_Cell_Type	Alternative_Cell_Types	Cable_length_nm	Surface_area_nm^2	Volume_nm^3
720575941498679369	UNASSIGNED.ME	CNS_neuron_centrifugal_soma_in_brain	SER	0.4	gaba_nitric_oxide	_	_	_	intrinsic	optic_lobe_intrinsic	optic_lobe_intrinsic_centrifugal	_	_	_	right	C3	C3	_	_	_
720575941498681467	SMP	soma_in_brain	GLUT	0.94	_	_	_	_	intrinsic	central_brain_intrinsic	_	_	putative_primary	_	right	SMP075b	SMP075b	_	_	_
720575941498683209	ME	CNS_neuron_centrifugal_soma_in_brain	GABA	0.53	gaba_nitric_oxide	_	_	_	intrinsic	optic_lobe_intrinsic	optic_lobe_intrinsic_centrifugal	_	_	_	right	C3	C3	_	_	_
720575941498684283	PVLP	soma_in_brain	ACH	0.79	_	_	_	_	intrinsic	central_brain_intrinsic	_	_	putative_primary	_	left	PVLP012	PVLP012	_	_	_
720575941498685513	ME	soma_in_brain	ACH	0.85	_	_	_	_	_	_	_	_	_	_	right	_	_	_	_	_
720575941498686587	AL	_	ACH	0.99	acetylcholine	_	maxillary_palp	olfactory_yeasty_volatile	afferent	sensory	olfactory_receptor_neuron	maxillary_palp_olfactory_receptor_neuron	_	right_antennal_nerve	right	ORN_DM5	ORN_DM5	_	_	_
720575941498687867	PLP.SLP	soma_in_brain	ACH	0.39	_	_	_	_	intrinsic	visual_projection	lobula_tangential	_	_	_	left	LTe69	LTe69	_	_	_
720575941498688674	MB_CA.NO_CONS	soma_in_brain	_	_	_	_	_	_	_	central_brain_intrinsic	kenyon_cell	_	_	_	left	_	_	_	_	_
720575941498693449	LO.PVLP	soma_in_brain	ACH	0.73	_	_	_	_	_	_	_	_	_	_	right	_	_	_	_	_
720575941498694779	IB	soma_in_brain	GLUT	0.96	_	_	_	_	intrinsic	central_brain_intrinsic	_	_	DM6_posterior	_	left	CB2783	CB2783	_	_	_
720575941498695753	ME.LO	CNS_neuron_soma_in_brain	ACH	0.9	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transverse_neuron	_	_	_	right	T2	T2	_	_	_
720575941498696315	CRE.FB	soma_in_brain	GLUT	0.9	_	Tk	_	_	intrinsic	central_brain_intrinsic	central_complex_input_neuron	FB_tangential	AOTUv4_ventral	_	left	FB4R	FB4R	_	_	_
720575941498696354	WTCT.INTTCT	soma_in_VNC	ACH	0.68	acetylcholine	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_bilateral_interconnecting	08B	_	right	IN08B051	IN08B051	_	_	_
720575941498697851	NO_CONS.SLP	_	GLUT	0.9	_	_	_	_	intrinsic	central_brain_intrinsic	_	_	SLPal3_and_SLPal4_dorsal	_	right	CB2952	CB2952	_	_	_
720575941498698209	LO	soma_in_brain	ACH	0.54	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498698619	AL	_	ACH	0.97	acetylcholine	_	antenna	carbon_dioxide_volatile_olfactory	afferent	sensory	olfactory_receptor_neuron	antenna_olfactory_receptor_neuron	_	left_antennal_nerve	left	ORN_V	ORN_V	_	_	_
720575941498699131	AVLP	soma_in_brain	ACH	0.64	_	_	_	_	intrinsic	central_brain_intrinsic	_	_	VLPl1_or_VLPl5	_	left	CB0955	CB0955	_	_	_
720575941498699643	EB	soma_in_brain	GABA	0.95	gaba	_	_	_	intrinsic	central_brain_intrinsic	central_complex_input_neuron	EB_input	EBa1	_	right	ER1_b	ER1_b	_	_	_
720575941498700617	ME	soma_in_brain	SER	0.49	_	_	_	_	_	_	_	_	_	_	right	_	_	_	_	_
720575941498701435	SAD.WED	soma_in_brain	ACH	0.84	_	_	_	_	intrinsic	central_brain_intrinsic	_	_	LB7__prim	_	right	CB0533	CB0533	_	_	_
720575941498701947	NO_CONS.AL	_	_	_	_	_	_	_	afferent	sensory	olfactory_receptor_neuron	antenna_olfactory_receptor_neuron	_	right_antennal_nerve	right	ORN_DM3	ORN_DM3	_	_	_
720575941498702409	ME.LO	CNS_neuron_soma_in_brain	ACH	0.95	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transverse_neuron	_	_	_	right	T3	T3	_	_	_
720575941498702459	ME	_	ACH	0.81	acetylcholine	_	_	_	intrinsic	visual_projection	medulla_tubercle	_	_	_	right	MeTu1	MeTu1	_	_	_
720575941498702971	SCL.ICL	soma_in_brain	ACH	0.58	_	_	_	_	intrinsic	central_brain_intrinsic	lateral_horn_output_neuron	_	_	_	left	CL359	CL359	_	_	_
720575941498703945	NO_CONS.ME	CNS_neuron_centrifugal_soma_in_brain	HIST	0.57	gaba_nitric_oxide	_	_	_	intrinsic	optic_lobe_intrinsic	optic_lobe_intrinsic_centrifugal	_	_	_	right	C3	C3	_	_	_
720575941498704251	IB	soma_in_brain	ACH	0.38	_	_	_	_	intrinsic	visual_projection	lobula_tangential	_	putative_primary	_	right	LTe48	LTe48	_	_	_
720575941498704609	NO_CONS.ME	_	HIST	0.69	acetylcholine_histamine	_	retina	visual_chromatic	afferent	sensory	photoreceptor_neuron	retina_photoreceptor_neuron	_	_	right	R8	R8	_	_	_
720575941498705531	CRE	_	GLUT	0.92	_	_	_	_	intrinsic	central_brain_intrinsic	_	_	SLPad1_posterior	_	right	CB2736	CB2736	_	_	_
720575941498706555	ME.LOP	soma_in_brain	ACH	0.59	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498707273	ME	CNS_neuron_soma_in_brain	ACH	0.87	_	_	_	_	intrinsic	optic_lobe_intrinsic	distal_medulla	_	_	_	right	Dm2	Dm2	_	_	_
720575941498709410	FB	_	GLUT	0.44	_	_	_	_	_	_	central_complex_intrinsic	_	_	_	left	vDeltaA_a	vDeltaA_a	_	_	_
720575941498709883	ME	soma_in_brain	GABA	0.5	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498712905	GNG	_	GABA	0.44	_	_	interommatidial	tactile	afferent	sensory	bristle_neuron	interommatidial_bristle_neuron	_	right_eye_nerve	right	BM_InOm	BM_InOm	_	_	_
720575941498712955	ME	soma_in_brain	ACH	0.72	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498713467	ME	soma_in_brain	ACH	0.8	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498716745	ME	soma_in_brain	GLUT	0.71	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498718177	LO	soma_in_brain	ACH	0.49	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498720329	NO_CONS	soma_in_brain	GLUT	0.6	_	_	_	_	intrinsic	central_brain_intrinsic	_	_	SLPpm1	_	right	SLP300b	SLP300b	_	_	_
720575941498722785	ME	CNS_neuron_soma_in_brain	GLUT	0.76	glutamate	_	_	_	intrinsic	optic_lobe_intrinsic	distal_medulla	_	_	_	right	Dm3v	Dm3v	_	_	_
720575941498723234	CRE	soma_in_brain	GABA	0.61	_	_	_	_	intrinsic	central_brain_intrinsic	_	_	EBa1	_	right	CB2357	CB2357	_	_	_
720575941498723809	PVLP	soma_in_brain	GABA	0.66	_	_	_	_	intrinsic	central_brain_intrinsic	_	_	VLPp&l1_anterior	_	right	PVLP097	PVLP097	_	_	_
720575941498727035	UNASSIGNED.NO_CONS	innervates_haltere_innervates_left_side_of_body	_	_	_	_	haltere	haltere_motor	efferent	motor	haltere_motor_neuron	haltere_power_neuron	06A	left_metathoracic_leg_nerve	left	MNhl87	MNhl87	_	_	_
720575941498730146	WTCT	soma_in_VNC	ACH	0.76	_	_	_	_	intrinsic	ascending	ascending_neuron	_	_	_	right	AN_GNG_184	AN_GNG_184	_	_	_
720575941498736034	T2_MESONM.AVLP	soma_in_VNC	ACH	0.95	acetylcholine	_	_	_	intrinsic	ascending	ascending_neuron	_	10B	_	left	AN10B053	AN10B053	_	_	_
720575941498736865	ME	soma_in_brain	GABA	0.6	_	_	_	_	_	_	_	_	_	_	right	_	_	_	_	_
720575941498747554	FB	soma_in_brain	ACH	0.8	_	_	_	_	intrinsic	central_brain_intrinsic	central_complex_intrinsic_neuron	hDelta	DM1_CX_v	_	left	hDeltaJ	hDeltaJ	_	_	_
720575941498748489	T3_METANM	innervates_T3_leg_innervates_leg_innervates_right_side_of_body	ACH	0.75	_	_	hind_leg	leg_motor_move_coxa_posterior	efferent	motor	leg_motor_neuron	hind_leg_motor_neuron	_	right_metathoracic_leg_nerve	right	sternal_posterior_rotator_dorsomedial_ribbon	sternal_posterior_rotator_dorsomedial_ribbon	_	_	_
720575941498749051	T3_METANM	_	ACH	0.88	_	_	hind_leg	tactile	afferent	sensory	bristle_neuron	hind_leg_bristle_neuron	_	right_metathoracic_leg_nerve	right	SNta38	SNta38	_	_	_
720575941498750882	MB_CA	soma_in_brain	DA	0.34	_	_	_	_	_	central_brain_intrinsic	kenyon_cell	_	_	_	left	_	_	_	_	_
720575941498751867	NO_CONS.PRW	_	SER	0.85	_	_	_	_	afferent	sensory	_	_	_	left_pharyngeal_nerve_or_accessory_pharyngeal_nerve	left	_	_	_	_	_
720575941498753761	ME.LO	soma_in_brain	ACH	0.74	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498754377	ME.LO	soma_in_brain	ACH	0.79	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498757857	ME.LOP	soma_in_brain	ACH	0.86	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498758050	FB.CRE	soma_in_brain	DA	0.64	_	_	_	_	intrinsic	central_brain_intrinsic	central_complex_output_neuron	FS	DM3_CX_d2	_	right	FS2	FS2	_	_	_
720575941498759291	ME.LOP	soma_in_brain	ACH	0.91	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498759649	ME	CNS_neuron_soma_in_brain	ACH	0.89	_	_	_	_	intrinsic	optic_lobe_intrinsic	distal_medulla	_	_	_	right	Dm2	Dm2	_	_	_
720575941498765129	INTTCT.HTCT	soma_in_VNC	GABA	0.94	gaba	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_bilateral_interconnecting	06B	_	left	IN06B082	IN06B082	_	_	_
720575941498766049	ME	soma_in_brain	GLUT	0.51	_	_	_	_	intrinsic	optic_lobe_intrinsic	_	_	_	_	left	DNp59	DNp59	_	_	_
720575941498767689	GNG.SIP	soma_in_brain	GABA	0.55	_	_	_	_	intrinsic	central_brain_intrinsic	subesophageal_zone_projection_neuron	mAL	CREa1_ventral	_	right	mAL	mAL	_	_	_
720575941498767945	ME.LO	soma_in_brain	ACH	0.8	_	_	_	_	_	_	_	_	_	_	right	_	_	_	_	_
720575941498768713	ME.LO	soma_in_brain	ACH	0.77	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498770761	LO.LOP	soma_in_brain	ACH	0.91	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498777929	AL	_	ACH	1.0	acetylcholine	_	antenna	olfactory_yeasty_volatile	afferent	sensory	olfactory_receptor_neuron	antenna_olfactory_receptor_neuron	_	left_antennal_nerve	left	ORN_DM4	ORN_DM4	_	_	_
720575941498778185	LO	soma_in_brain	ACH	0.46	_	_	_	_	intrinsic	optic_lobe_intrinsic	lobula_medulla_amacrine	_	_	_	right	LMa4	LMa4	_	_	_
720575941498779771	ME	soma_in_brain	ACH	0.95	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498780027	NO_CONS	soma_in_brain	_	_	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498781602	AMNP	_	ACH	0.76	_	_	wing_margin	tactile	afferent	sensory	bristle_neuron	wing_margin_bristle_neuron	_	right_anterior_dorsal_mesothoracic_nerve	right	SNta18	SNta18	_	_	_
720575941498783355	ME	soma_in_brain	ACH	0.85	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498785147	NO_CONS	soma_in_brain	GABA	0.71	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498785249	AOTU.BU	soma_in_brain	ACH	0.76	_	_	_	_	intrinsic	central_brain_intrinsic	tubercular_bulbar_neuron	_	AOTUv3_dorsal	_	left	TuBu06b	TuBu06b	_	_	_
720575941498787913	ME.NO_CONS	CNS_neuron_soma_in_brain	_	_	_	_	_	_	intrinsic	optic_lobe_intrinsic	transverse_neuron	_	_	_	right	T1	T1	_	_	_
720575941498788258	GNG	DNnt011_soma_in_brain	GABA	0.99	_	_	_	_	intrinsic	descending	descending_neuron	_	LB6	_	left	DNnt011	DNge071_DNnt011	_	_	_
720575941498790729	AVLP.ICL	AVLP190_AVLP191_soma_in_brain	ACH	0.54	_	_	_	_	intrinsic	central_brain_intrinsic	_	_	VLPl2_medial	_	left	AVLP190	AVLP190_AVLP191	_	_	_
720575941498793185	NO_CONS	_	_	_	_	_	postorbital_ventral	tactile	afferent	sensory	bristle_neuron	postorbital_ventral_bristle_neuron	_	left_eye_nerve	left	BM_vOcci_vPoOr	BM_vOcci_vPoOr	_	_	_
720575941498794619	AVLP	soma_in_brain	ACH	0.62	_	_	_	_	intrinsic	central_brain_intrinsic	_	_	VLPl&p2_lateral	_	left	AVLP116	AVLP116	_	_	_
720575941498794658	T1_PRONM	_	ACH	0.8	_	_	front_leg	tactile	afferent	sensory	bristle_neuron	front_leg_bristle_neuron	_	left_prothoracic_leg_nerve	left	SNta20	SNta20	_	_	_
720575941498795938	T2_MESONM	_	ACH	0.54	_	_	middle_leg	tactile	afferent	sensory	bristle_neuron	middle_leg_bristle_neuron	_	left_mesothoracic_leg_nerve	left	SNta23	SNta23	_	_	_
720575941498798498	T3_METANM	_	ACH	0.78	_	_	hind_leg	tactile	afferent	sensory	bristle_neuron	hind_leg_bristle_neuron	_	right_metathoracic_leg_nerve	right	SNta37	SNta37	_	_	_
720575941498800609	LO.ME	soma_in_brain	ACH	0.64	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498800865	ME.LOP	CNS_neuron_T4_neuron	ACH	1.0	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transverse_neuron	_	_	_	right	T4b	T4b	_	_	_
720575941498801225	ME	soma_in_brain	GABA	0.73	_	_	_	_	_	_	_	_	_	_	right	_	_	_	_	_
720575941498801314	ME	CNS_neuron_L1	GLUT	1.0	_	_	_	_	intrinsic	optic_lobe_intrinsic	lamina_monopolar	_	_	_	left	_	_	_	_	_
720575941498801377	ME.LO	soma_in_brain	SER	0.48	_	_	_	_	_	_	_	_	_	_	right	_	_	_	_	_
720575941498803681	ME.LO	soma_in_brain	ACH	0.53	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498803874	AMNP.WTCT	soma_in_VNC	ACH	0.85	acetylcholine	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_bilateral_interconnecting	01A	_	right	IN01A017	IN01A017	_	_	_
720575941498804041	ME.LO	CNS_neuron_soma_in_brain	ACH	0.97	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transmedullary	_	_	_	right	Tm4	Tm4	_	_	_
720575941498806497	ME	CNS_neuron_soma_in_brain	ACH	0.39	glutamate	_	_	_	intrinsic	optic_lobe_intrinsic	distal_medulla	_	_	_	right	Dm3v	Dm3v	_	_	_
720575941498806601	AL	_	ACH	0.99	acetylcholine	_	antenna	decaying_fruit_volatile_olfactory	afferent	sensory	olfactory_receptor_neuron	antenna_olfactory_receptor_neuron	_	left_antennal_nerve	left	ORN_DL2v	ORN_DL2v	_	_	_
720575941498807675	ME	soma_in_brain	GLUT	0.49	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498808994	NO_CONS.T2_MESONM	_	GABA	0.82	_	_	middle_leg	tactile	afferent	sensory	bristle_neuron	middle_leg_bristle_neuron	_	left_mesothoracic_leg_nerve	left	SNta30	SNta30	_	_	_
720575941498809313	ME	soma_in_brain	ACH	0.76	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498810491	LO.ME	soma_in_brain	ACH	0.72	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498810953	ME.LO	CNS_neuron_soma_in_brain	ACH	1.0	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transverse_neuron	_	_	_	right	T3	T3	_	_	_
720575941498813307	SLP	soma_in_brain	GLUT	0.8	_	_	_	_	intrinsic	central_brain_intrinsic	_	_	SLPal3_and_SLPal4_dorsal	_	left	CB3175	CB3175	_	_	_
720575941498813819	LO	_	GABA	0.76	_	_	_	_	intrinsic	central_brain_intrinsic	_	_	SLPpm1	_	left	CB2145	CB2145	_	_	_
720575941498815561	ME	soma_in_brain	ACH	0.74	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498815906	T3_METANM	_	ACH	0.85	_	_	hind_leg	tactile	afferent	sensory	bristle_neuron	hind_leg_bristle_neuron	_	right_metathoracic_leg_nerve	right	SNta32	SNta32	_	_	_
720575941498817659	NO_CONS.LO	soma_in_brain	GLUT	0.6	_	_	_	_	intrinsic	optic_lobe_intrinsic	lobula_intrinsic	_	_	_	left	Li02	Li02	_	_	_
720575941498818273	ME	soma_in_brain	GLUT	0.88	_	_	_	_	intrinsic	optic_lobe_intrinsic	transverse_neuron	_	_	_	right	T2a	T2a	_	_	_
720575941498819234	T3_METANM	soma_in_VNC	GABA	0.95	gaba	_	_	_	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_bilateral_interconnecting	06B	_	right	IN06B030	IN06B030	_	_	_
720575941498820169	ME	CNS_neuron_soma_in_brain	ACH	1.0	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transmedullary	_	_	_	right	Tm3	Tm3	_	_	_
720575941498823241	ME	CNS_neuron_soma_in_brain	GLUT	0.45	_	_	_	_	intrinsic	optic_lobe_intrinsic	distal_medulla	_	_	_	right	Dm20	Dm20	_	_	_
720575941498824571	LOP.PLP	soma_in_brain	ACH	0.8	acetylcholine	_	_	_	intrinsic	visual_projection	lobula_plate_columnar	_	_	_	left	LPC1	LPC1	_	_	_
720575941498827170	INTTCT	_	ACH	0.83	_	_	prosternal_organ	joint_angle_proprioception	afferent	sensory	hair_plate_neuron	prosternal_hair_plate_neuron	_	right_prosternal_nerve	right	SNpp19	SNpp19	_	_	_
720575941498829691	LO.LOP	soma_in_brain	ACH	0.95	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498830817	GNG	_	ACH	0.41	_	_	interommatidial	tactile	afferent	sensory	bristle_neuron	interommatidial_bristle_neuron	_	right_eye_nerve	right	BM_InOm	BM_InOm	_	_	_
720575941498832516	T1_PRONM	_	ACH	0.5	_	_	front_leg	tactile	afferent	sensory	bristle_neuron	front_leg_bristle_neuron	_	left_prothoracic_leg_nerve	left	SNta24	SNta24	_	_	_
720575941498832763	HTCT.T1_PRONM	AN_GNG_171_soma_in_VNC	ACH	0.88	acetylcholine	_	_	_	intrinsic	ascending	ascending_neuron	_	19B	_	right	AN19B022	AN19B022	_	_	_
720575941498833531	T3_METANM.UNASSIGNED	CNS_neuron_soma_in_VNC	ACH	0.79	acetylcholine	_	_	_	intrinsic	ascending	ascending_neuron	_	10B	_	left	AN10B047	AN10B047	_	_	_
720575941498833737	ME	soma_in_brain	GABA	0.87	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498838497	ME.LO	CNS_neuron_soma_in_brain	ACH	0.96	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transverse_neuron	_	_	_	right	T3	T3	_	_	_
720575941498844283	AVLP.PVLP	soma_in_brain	GABA	0.84	_	_	_	_	intrinsic	central_brain_intrinsic	_	_	VLPa2	_	right	CB3544	CB3544	_	_	_
720575941498844385	ME	soma_in_brain	GABA	0.81	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498844489	ME	CNS_neuron_soma_in_brain	ACH	0.72	_	_	_	_	intrinsic	optic_lobe_intrinsic	distal_medulla	_	_	_	right	Dm2	Dm2	_	_	_
720575941498853345	NO_CONS	_	_	_	_	_	interommatidial	tactile	afferent	sensory	bristle_neuron	interommatidial_bristle_neuron	_	left_eye_nerve	left	BM_InOm	BM_InOm	_	_	_
720575941498857441	ME.LO	soma_in_brain	ACH	0.8	_	_	_	_	_	_	_	_	_	_	right	_	_	_	_	_
720575941498860450	MB_CA.NO_CONS	soma_in_brain	_	_	_	_	_	_	_	central_brain_intrinsic	kenyon_cell	_	_	_	right	_	_	_	_	_
720575941498862242	INTTCT.GNG	AN_GNG_SAD_32_soma_in_VNC	ACH	0.96	acetylcholine	_	_	_	intrinsic	ascending	ascending_neuron	_	08B	_	right	AN08B099	AN08B099	_	_	_
720575941498866299	LOP.PLP	soma_in_brain	ACH	0.89	acetylcholine	_	_	_	intrinsic	visual_projection	lobula_lobula_plate_columnar	_	_	_	left	LLPC1	LLPC1	_	_	_
720575941498871777	AL	soma_in_brain	ACH	0.6	acetylcholine	_	_	_	intrinsic	central_brain_intrinsic	antennal_lobe_local_neuron	_	ALl1_dorsal	_	right	lLN1_bc	lLN1_bc	_	_	_
720575941498874697	ME.PLP	soma_in_brain	ACH	0.78	_	_	_	_	intrinsic	visual_projection	medulla_tangential	_	_	_	right	MTe07	MTe07	_	_	_
720575941498875465	ME	soma_in_brain	ACH	0.66	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498876027	LOP.PLP	soma_in_brain	ACH	0.87	acetylcholine	_	_	_	intrinsic	visual_projection	lobula_lobula_plate_columnar	_	_	_	left	LLPC1	LLPC1	_	_	_
720575941498876745	ME.LOP	soma_in_brain	ACH	0.8	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498876897	LO.PVLP	soma_in_brain	ACH	0.89	_	_	_	_	_	_	_	_	_	_	right	LC15	LC15	_	_	_
720575941498877307	ME.LOP	soma_in_brain	ACH	0.97	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498877563	ME.LOP	soma_in_brain	ACH	0.97	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498878281	ME	CNS_neuron_soma_in_brain	ACH	0.9	acetylcholine	_	_	_	intrinsic	optic_lobe_intrinsic	transmedullary	_	_	_	right	Tm20	Tm20	_	_	_
720575941498879305	ME.LO	soma_in_brain	GLUT	0.9	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498880123	ME.LOP	soma_in_brain	ACH	0.92	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498880993	MB_CA	soma_in_brain	ACH	0.36	_	_	_	_	intrinsic	central_brain_intrinsic	_	_	VLPd&p1_posterior	_	left	CB3198	CB3198	_	_	_
720575941498882683	LO	soma_in_brain	GABA	0.69	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498883707	LO.LOP	soma_in_brain	ACH	0.8	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498884219	LOP.IPS	CNS_neuron_horizontal_system_soma_in_brain	GABA	0.54	acetylcholine	_	_	_	intrinsic	visual_projection	lobula_plate_tangential_cell	_	_	_	left	HSS	HSS	_	_	_
720575941498885755	LO.LOP	soma_in_brain	ACH	0.8	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498886523	ME.LOP	soma_in_brain	ACH	0.8	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498887291	ME	soma_in_brain	ACH	0.81	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498887842	NO_CONS.T3_METANM	_	ACH	0.76	_	_	hind_leg	gustatory_tactile	afferent	sensory	taste_peg_neuron	hind_leg_taste_peg_neuron	_	left_metathoracic_leg_nerve	left	SNch09	SNch09	_	_	_
720575941498888315	IPS.LOP	soma_in_brain	GABA	0.93	_	_	_	_	intrinsic	visual_centrifugal	centrifugal_lobula_plate	_	_	_	left	cLP01	cLP01	_	_	_
720575941498892105	ME.LOP	soma_in_brain	ACH	0.94	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498892923	LOP	soma_in_brain	ACH	0.85	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498894305	LH	soma_in_brain	GLUT	0.81	_	_	_	_	_	_	_	_	_	_	right	LHPV4b3	LHPV4b3	_	_	_
720575941498895177	LO.PVLP	CNS_neuron_soma_in_brain	ACH	0.95	_	_	_	_	intrinsic	visual_projection	lobula_columnar	_	VPNp2	_	right	LC18	LC18	_	_	_
720575941498895841	SMP	_	GLUT	0.68	_	_	_	_	intrinsic	central_brain_intrinsic	_	_	SLPad1_posterior	_	left	CB2932	CB2932	_	_	_
720575941498898299	LOP	_	GLUT	0.9	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498901065	ME	soma_in_brain	ACH	0.46	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498901473	LH.SLP	soma_in_brain	GABA	0.52	_	_	_	_	intrinsic	central_brain_intrinsic	_	_	LHl1	_	left	CB1003	CB1003	_	_	_
720575941498902753	FB	soma_in_brain	TYR	0.97	_	_	_	_	intrinsic	central_brain_intrinsic	central_complex_output_neuron	PFG	DM4_CX_d3	_	right	PFGs	PFGs	_	_	_
720575941498903009	LAL.PLP	soma_in_brain	GABA	0.78	_	_	_	_	intrinsic	central_brain_intrinsic	_	_	WEDa2	_	left	WEDa2_44	WEDa2_44	_	_	_
720575941498903675	NO_CONS.AL	_	ACH	0.97	_	_	_	_	afferent	sensory	olfactory_receptor_neuron	antenna_olfactory_receptor_neuron	_	right_antennal_nerve	right	ORN_VA6	ORN_VA6	_	_	_
720575941498906018	AMMC	_	GABA	0.52	_	_	antenna	position_proprioception	afferent	sensory	chordotonal_organ_neuron	johnstons_organ_E_neuron	_	right_antennal_nerve	right	JO-E	JO-E	_	_	_
720575941498906593	AL	soma_in_brain	GLUT	0.79	_	_	_	_	intrinsic	central_brain_intrinsic	antennal_lobe_local_neuron	_	ALv2	_	left	vLN25	vLN25	_	_	_
720575941498908066	AMNP	soma_in_VNC	ACH	0.91	acetylcholine	_	_	tactile	intrinsic	ventral_nerve_cord_intrinsic	_	ventral_nerve_cord_bilateral_interconnecting	23B	_	right	IN23B005	IN23B005	_	_	_
720575941498910587	LO.LOP	soma_in_brain	ACH	0.82	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498915401	HTCT.INTTCT	innervates_haltere_innervates_left_side_of_body	_	_	_	_	haltere	haltere_steering	efferent	motor	haltere_motor_neuron	haltere_steering_neuron	16B	left_first_abdominal_nerve	left	MNhm43	MNhm43	_	_	_
720575941498915707	LOP	soma_in_brain	GLUT	0.93	_	_	_	_	_	_	_	_	_	_	left	_	_	_	_	_
720575941498916258	SAD	_	GABA	0.9	_	_	antenna	position_proprioception	afferent	sensory	chordotonal_organ_neuron	johnstons_organ_E_neuron	_	left_antennal_nerve	left	JO-E	JO-E	_	_	_
720575941498916577	AL	_	ACH	0.99	acetylcholine	_	antenna	decaying_fruit_volatile_olfactory	afferent	sensory	olfactory_receptor_neuron	antenna_olfactory_receptor_neuron	_	left_antennal_nerve	left	ORN_DL2v	ORN_DL2v	_	_	_
720575941498917026	GNG	_	GABA	0.54	_	_	vibrissa	tactile	afferent	sensory	bristle_neuron	vibrissa_bristle_neuron	_	right_eye_nerve	right	BM_Vib	BM_Vib_MaPa	_	_	_
720575941498917449	NO_CONS.ME	soma_in_brain	ACH	0.77	_	_	_	_	_	_	_	_	_	_	right	_	_	_	_	_
